material_id,formula,spacegroup,cif_path,cif_basename,pred_tm,pred_er,pred_qf,pred_tcf,pred_tm_dev,pred_er_dev,pred_qf_dev,pred_tcf_dev,lit_er,lit_qf,lit_tcf,pred_tm_note
MP_mp-3205659,Si2S3I2,P-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si2S3I2_P-3_mp-3205659.cif,Si2S3I2_P-3_mp-3205659.cif,1236.039153678451,21.0723755,,,164.00743486891602,2.00502986,,,,,,Stage1 only (missing structural features)
MP_mp-30224,Si3(Cl4O)2,Pnma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si3(Cl4O)2_Pnma_mp-30224.cif,Si3(Cl4O)2_Pnma_mp-30224.cif,748.1346796685899,21.06988238,,,206.57813931142448,2.00548688,,,,,,Stage2
MP_mp-27189,Si3Cl8,F-43c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si3Cl8_F-43c_mp-27189.cif,Si3Cl8_F-43c_mp-27189.cif,644.6769481607002,21.07231493,,,234.0642282121551,2.005035531,,,,,,Stage2
MP_mp-1205203,Si3PH27C9(NCl)2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si3PH27C9(NCl)2_P2_1_c_mp-1205203.cif,Si3PH27C9(NCl)2_P2_1_c_mp-1205203.cif,799.9718096001199,20.271100951753773,,,90.860761201279,1.988019513506348,,,,,,Stage1 only (missing structural features)
MP_mp-1195132,Si4MoH36C12(NO)2,Pnma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si4MoH36C12(NO)2_Pnma_mp-1195132.cif,Si4MoH36C12(NO)2_Pnma_mp-1195132.cif,857.0252093336495,19.75393354033349,,,104.8923623858316,2.056969166778314,,,,,,Stage1 only (missing structural features)
MP_mp-1188581,Si5(H2Cl)4,I-4,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si5(H2Cl)4_I-4_mp-1188581.cif,Si5(H2Cl)4_I-4_mp-1188581.cif,904.1145825572328,20.68552596,,,116.82983766232589,2.037667312,,,,,,Stage1 only (missing structural features)
MP_mp-1199687,Si6As2H36(C4O)3,Fdd2,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Si6As2H36(C4O)3_Fdd2_mp-1199687.cif,Si6As2H36(C4O)3_Fdd2_mp-1199687.cif,931.4212398360294,20.422775199810623,,,119.52146571951228,1.975896015133588,,,,,,Stage1 only (missing structural features)
MP_mp-570285,SiBr4,Pa-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiBr4_Pa-3_mp-570285.cif,SiBr4_Pa-3_mp-570285.cif,970.9732194883492,21.07230263,,,341.6577055888903,2.005034302,,,,,,Stage2
MP_mp-1199165,SiH12(CO)4,I4_1/a,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiH12(CO)4_I4_1_a_mp-1199165.cif,SiH12(CO)4_I4_1_a_mp-1199165.cif,940.5768228369492,18.21972828,,,127.31370255777428,1.984479118,,,,,,Stage1 only (missing structural features)
MP_mp-1194877,SiH16C8(NO2)4,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiH16C8(NO2)4_P2_1_c_mp-1194877.cif,SiH16C8(NO2)4_P2_1_c_mp-1194877.cif,864.0868391678395,17.62914830753847,,,102.41237270626031,2.0645263510705627,,,,,,Stage1 only (missing structural features)
MP_mp-28538,SiH3I,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiH3I_P2_1_c_mp-28538.cif,SiH3I_P2_1_c_mp-28538.cif,943.8996514765232,20.76042408,,,130.4079152580302,2.030630365,,,,,,Stage1 only (missing structural features)
MP_mp-643277,SiH6(NF2)2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiH6(NF2)2_P2_1_c_mp-643277.cif,SiH6(NF2)2_P2_1_c_mp-643277.cif,,17.37779161,,,,2.158169388,,,,,,
MP_mp-3327216,SiHF3,R3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiHF3_R3m_mp-3327216.cif,SiHF3_R3m_mp-3327216.cif,,11.13228981,,,,2.719884316,,,,,,
MP_mp-554616,SiNi2(P2O7)2,C2/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiNi2(P2O7)2_C2_c_mp-554616.cif,SiNi2(P2O7)2_C2_c_mp-554616.cif,,3.555430803,,,,2.874608907,,,,,,
MP_mp-1219220,SiPN3,P2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SiPN3_P2_1_mp-1219220.cif,SiPN3_P2_1_mp-1219220.cif,1120.4594615065755,18.16356287,,,131.0942881071393,2.084216486,,,,,,Stage1 only (missing structural features)
MP_mp-1209201,Sm(AlBr4)3,P3_121,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm(AlBr4)3_P3_121_mp-1209201.cif,Sm(AlBr4)3_P3_121_mp-1209201.cif,,21.07241778,,,,2.005023547,,,,,,
MP_mp-625402,Sm(HO)3,P6_3/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm(HO)3_P6_3_m_mp-625402.cif,Sm(HO)3_P6_3_m_mp-625402.cif,,13.59748653,,,,2.552731711,,,,,,
MP_mp-765639,Sm11Y5O24,P1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm11Y5O24_P1_mp-765639.cif,Sm11Y5O24_P1_mp-765639.cif,,32.297527154850606,,,,4.461623277789825,,,,,,
MP_mp-3291238,Sm2(CO3)3,P6_3/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm2(CO3)3_P6_3_m_mp-3291238.cif,Sm2(CO3)3_P6_3_m_mp-3291238.cif,,8.071064607,,,,2.441919565,,,,,,
MP_mp-4794,Sm2As4O9,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm2As4O9_P-1_mp-4794.cif,Sm2As4O9_P-1_mp-4794.cif,,4.566914152,,,,3.062157304,,,,,,
MP_mp-3265100,Sm2CO5,Cmcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm2CO5_Cmcm_mp-3265100.cif,Sm2CO5_Cmcm_mp-3265100.cif,,15.43954738,,,,1.359470357,,,,,,
MP_mp-1197637,Sm6H44N8O51,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sm6H44N8O51_P-1_mp-1197637.cif,Sm6H44N8O51_P-1_mp-1197637.cif,,,,,,,,,,,,
MP_mp-863026,SmCl3,P6_3/mmc,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmCl3_P6_3_mmc_mp-863026.cif,SmCl3_P6_3_mmc_mp-863026.cif,,21.07141746,,,,2.00513578,,,,,,
MP_mp-781997,SmH10S3N3O11,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmH10S3N3O11_P-1_mp-781997.cif,SmH10S3N3O11_P-1_mp-781997.cif,,8.77013224,,,,2.485880818,,,,,,
MP_mp-1101397,SmHO2,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmHO2_P2_1_m_mp-1101397.cif,SmHO2_P2_1_m_mp-1101397.cif,,9.006808529360823,,,,0.9745028499612964,,,,,,
MP_mp-697974,SmP3H5NO10,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmP3H5NO10_P-1_mp-697974.cif,SmP3H5NO10_P-1_mp-697974.cif,,8.821082019918741,,,,2.1179634295094147,,,,,,
MP_mp-554052,SmSbMo2O9,C2/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmSbMo2O9_C2_c_mp-554052.cif,SmSbMo2O9_C2_c_mp-554052.cif,,6.324228272,,,,2.545037401,,,,,,
MP_mp-3325329,SmSiNO2,Cmcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmSiNO2_Cmcm_mp-3325329.cif,SmSiNO2_Cmcm_mp-3325329.cif,,6.866842025,,,,2.12258353,,,,,,
MP_mp-3280605,SmTa3O9,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmTa3O9_P2_1_m_mp-3280605.cif,SmTa3O9_P2_1_m_mp-3280605.cif,,42.41961412,,,,4.545763868,,,,,,
MP_mp-555184,SmTiClO3,C2/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmTiClO3_C2_m_mp-555184.cif,SmTiClO3_C2_m_mp-555184.cif,,4.489224057,,,,3.664053167,,,,,,
MP_mp-19480,SmTl(MoO4)2,Pbcn,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SmTl(MoO4)2_Pbcn_mp-19480.cif,SmTl(MoO4)2_Pbcn_mp-19480.cif,,6.859384708,,,,1.677487358,,,,,,
MP_mp-1199905,Sn(C6F5)4,I4_1/a,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn(C6F5)4_I4_1_a_mp-1199905.cif,Sn(C6F5)4_I4_1_a_mp-1199905.cif,,19.02900009265173,,,,1.9500964305471424,,,,,,
MP_mp-1246850,Sn(CN)2,Pbca,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn(CN)2_Pbca_mp-1246850.cif,Sn(CN)2_Pbca_mp-1246850.cif,,21.04698186,,,,2.005656401,,,,,,
MP_mp-766947,Sn(PO3)2,Pbca,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn(PO3)2_Pbca_mp-766947.cif,Sn(PO3)2_Pbca_mp-766947.cif,,3.815564516,,,,3.008102352,,,,,,
MP_mp-3300865,Sn(SF6)2,Pnnm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn(SF6)2_Pnnm_mp-3300865.cif,Sn(SF6)2_Pnnm_mp-3300865.cif,,8.838336125,,,,3.185837967,,,,,,
MP_mp-3209490,Sn2As3PO14,P1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn2As3PO14_P1_mp-3209490.cif,Sn2As3PO14_P1_mp-3209490.cif,,5.130370086007658,,,,2.085470700175953,,,,,,
MP_mp-605078,Sn2H21C6ClO2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn2H21C6ClO2_P2_1_c_mp-605078.cif,Sn2H21C6ClO2_P2_1_c_mp-605078.cif,,19.615551022881576,,,,1.9839761507752007,,,,,,
MP_mp-1201723,Sn3SbF9,Pbcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sn3SbF9_Pbcm_mp-1201723.cif,Sn3SbF9_Pbcm_mp-1201723.cif,,15.08279422,,,,2.631578236,,,,,,
MP_mp-13252,SnB4O7,Pmn2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnB4O7_Pmn2_1_mp-13252.cif,SnB4O7_Pmn2_1_mp-13252.cif,,8.731030056,,,,1.411273208,,,,,,
MP_mp-29866,SnCl4,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnCl4_P2_1_c_mp-29866.cif,SnCl4_P2_1_c_mp-29866.cif,,21.07120473,,,,2.005147798,,,,,,
MP_mp-1204363,SnH10C3Br3N,P2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnH10C3Br3N_P2_1_mp-1204363.cif,SnH10C3Br3N_P2_1_mp-1204363.cif,,20.65830239,,,,2.032938081,,,,,,
MP_mp-1200653,SnH6C2S,P4_32_12,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnH6C2S_P4_32_12_mp-1200653.cif,SnH6C2S_P4_32_12_mp-1200653.cif,,20.190082553369365,,,,2.066715530865701,,,,,,
MP_mp-698357,SnH8(CI)4,P-42_1c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnH8(CI)4_P-42_1c_mp-698357.cif,SnH8(CI)4_P-42_1c_mp-698357.cif,,20.86209116,,,,2.018148089,,,,,,
MP_mp-20815,SnPbF4,P4/nmm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnPbF4_P4_nmm_mp-20815.cif,SnPbF4_P4_nmm_mp-20815.cif,,6.543126515,,,,3.130348424,,,,,,
MP_mp-542967,SnSO4,Pnma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SnSO4_Pnma_mp-542967.cif,SnSO4_Pnma_mp-542967.cif,,6.445888629,44595.8230852351,-49.4980023040771,,3.287513448,1470.7134466645,4.02418456746089,,,,
MP_mp-30024,Sr(AlCl4)2,Pbca,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr(AlCl4)2_Pbca_mp-30024.cif,Sr(AlCl4)2_Pbca_mp-30024.cif,1556.0239341794816,21.07090343780945,,,190.48112196280505,2.005233397449796,,,,,,Stage1 only (missing structural features)
MP_mp-1068850,Sr(BN)2,C2/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr(BN)2_C2_m_mp-1068850.cif,Sr(BN)2_C2_m_mp-1068850.cif,1152.2547612286894,20.00608644,,,237.7678697979036,2.021406919,,,,,,Stage1 only (missing structural features)
MP_mp-3273317,Sr(BrF4)2,I-4,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr(BrF4)2_I-4_mp-3273317.cif,Sr(BrF4)2_I-4_mp-3273317.cif,,9.48744859,,,,3.161974482,,,,,,
MP_mp-625801,Sr(H8O5)2,Cc,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr(H8O5)2_Cc_mp-625801.cif,Sr(H8O5)2_Cc_mp-625801.cif,900.2331350102867,14.91076499,,,161.77913393935427,2.285058806,,,,,,Stage1 only (missing structural features)
MP_mp-645364,Sr(PN2)2,P6_3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr(PN2)2_P6_3_mp-645364.cif,Sr(PN2)2_P6_3_mp-645364.cif,1146.5792410212127,16.529593666759215,,,216.3074402115835,3.331001840649471,,,,,,Stage1 only (missing structural features)
MP_mp-705932,Sr10P6ClO24F,P2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr10P6ClO24F_P2_1_mp-705932.cif,Sr10P6ClO24F_P2_1_mp-705932.cif,,13.39361667248837,,,,3.935188753829279,,,,,,
MP_mp-1218956,Sr20P12Br(O16F)3,P1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr20P12Br(O16F)3_P1_mp-1218956.cif,Sr20P12Br(O16F)3_P1_mp-1218956.cif,,26.723621446519992,,,,3.2975268622333376,,,,,,
MP_mp-1218945,Sr20P12Br3ClO48,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr20P12Br3ClO48_P-1_mp-1218945.cif,Sr20P12Br3ClO48_P-1_mp-1218945.cif,1073.7443983214685,25.88562641179003,,,146.6237975327267,3.0453337805174163,,,,,,Stage1 only (missing structural features)
MP_mp-30906,Sr2Al6O11,Pnnm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2Al6O11_Pnnm_mp-30906.cif,Sr2Al6O11_Pnnm_mp-30906.cif,1886.5086833238968,8.9419325,,,120.47626772210356,1.1388554,,,,,,Stage2
MP_mp-3209957,Sr2As3IO6,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2As3IO6_P2_1_m_mp-3209957.cif,Sr2As3IO6_P2_1_m_mp-3209957.cif,1136.0374567426566,15.1322809,,,204.3768033637668,3.086967452,,,,,,Stage1 only (missing structural features)
MP_mp-3312944,Sr2BBrO3,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2BBrO3_P2_1_c_mp-3312944.cif,Sr2BBrO3_P2_1_c_mp-3312944.cif,1197.9162064562524,9.988246923,,,188.6845160798265,2.990887859,,,,,,Stage1 only (missing structural features)
MP_mp-3297344,Sr2BClO3,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2BClO3_P2_1_c_mp-3297344.cif,Sr2BClO3_P2_1_c_mp-3297344.cif,1082.625532131758,8.24749802,,,168.21342962605743,2.802959378,,,,,,Stage1 only (missing structural features)
MP_mp-11982,Sr2CaTeO6,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2CaTeO6_P2_1_c_mp-11982.cif,Sr2CaTeO6_P2_1_c_mp-11982.cif,1675.6120616634976,22.14771129,,,150.88674579638453,1.872596685,,,,,,Stage2
MP_mp-19014,Sr2CdWO6,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2CdWO6_P2_1_c_mp-19014.cif,Sr2CdWO6_P2_1_c_mp-19014.cif,1575.962672428655,23.64567528,,,141.3620117014297,2.200340347,,,,,,Stage1 only (missing structural features)
MP_mp-561556,Sr2Co(PO4)2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2Co(PO4)2_P2_1_c_mp-561556.cif,Sr2Co(PO4)2_P2_1_c_mp-561556.cif,1642.8310166613974,7.206709975,,,155.4771645606029,0.892847643,,,,,,Stage2
MP_mp-557311,Sr2GeO4,Pna2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2GeO4_Pna2_1_mp-557311.cif,Sr2GeO4_Pna2_1_mp-557311.cif,,12.51893178,,,,1.577469953,,,,,,
MP_mp-1520511,Sr2HfSnO6,Fm-3m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2HfSnO6_Fm-3m_mp-1520511.cif,Sr2HfSnO6_Fm-3m_mp-1520511.cif,,18.09102695,,,,4.56300613,,,,,,
MP_mp-768633,Sr2LaCl7,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2LaCl7_P2_1_m_mp-768633.cif,Sr2LaCl7_P2_1_m_mp-768633.cif,,21.06789854,,,,2.005490729,,,,,,
MP_mp-675758,Sr2LaF7,Cm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2LaF7_Cm_mp-675758.cif,Sr2LaF7_Cm_mp-675758.cif,,4.265589742,,,,4.685630707,,,,,,
MP_mp-1218758,Sr2LaGaO5,Fmmm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2LaGaO5_Fmmm_mp-1218758.cif,Sr2LaGaO5_Fmmm_mp-1218758.cif,,13.707491786049676,,,,1.3606495493728572,,,,,,
MP_mp-1020647,Sr2LiBeB3O8,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2LiBeB3O8_P2_1_c_mp-1020647.cif,Sr2LiBeB3O8_P2_1_c_mp-1020647.cif,1698.836916663787,8.521727876781515,,,148.61439317545123,2.0312249400936886,,,,,,Stage2
MP_mp-556066,Sr2LiSiO4F,P2_1/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2LiSiO4F_P2_1_m_mp-556066.cif,Sr2LiSiO4F_P2_1_m_mp-556066.cif,,6.248759438,,,,0.923902009,,,,,,
MP_mp-20222,Sr2NbInO6,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2NbInO6_P2_1_c_mp-20222.cif,Sr2NbInO6_P2_1_c_mp-20222.cif,,30.133322209906844,,,,2.072272181362072,,,,,,
MP_mp-3208841,Sr2ScIO3,C2/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2ScIO3_P4_nmm_mp-3208841.cif,Sr2ScIO3_P4_nmm_mp-3208841.cif,,15.93121185,,,,2.971425471,,,,,,
MP_mp-1208776,Sr2ScTaO6,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2ScTaO6_P2_1_c_mp-1208776.cif,Sr2ScTaO6_P2_1_c_mp-1208776.cif,,11.31965112,,,,2.949888014,,,,,,
MP_mp-557304,Sr2SiCl2O3,I4/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2SiCl2O3_I4_m_mp-557304.cif,Sr2SiCl2O3_I4_m_mp-557304.cif,1351.8333516575678,14.89211187,,,130.82658849854784,3.052888426,,,,,,Stage1 only (missing structural features)
MP_mp-3316941,Sr2V3InO11,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2V3InO11_P-1_mp-3316941.cif,Sr2V3InO11_P-1_mp-3316941.cif,,12.30115929,,,,0.970203128,,,,,,
MP_mp-3305607,Sr2YGaO5,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2YGaO5_P2_1_c_mp-3305607.cif,Sr2YGaO5_P2_1_c_mp-3305607.cif,,8.546185181,,,,1.341267205,,,,,,
MP_mp-1194862,Sr2Zn3Te2(PO7)2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr2Zn3Te2(PO7)2_P2_1_c_mp-1194862.cif,Sr2Zn3Te2(PO7)2_P2_1_c_mp-1194862.cif,1544.2777033458274,13.46202792,,,152.68065518298337,2.208862513,,,,,,Stage2
MP_mp-559224,Sr3Al2Cl2O5,P2_12_12_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3Al2Cl2O5_P2_12_12_1_mp-559224.cif,Sr3Al2Cl2O5_P2_12_12_1_mp-559224.cif,1814.575199989997,12.6385168,,,129.3219278497895,2.915346316,,,,,,Stage2
MP_mp-1201690,Sr3B6H2O13,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3B6H2O13_P-1_mp-1201690.cif,Sr3B6H2O13_P-1_mp-1201690.cif,877.2471673292396,12.51637915,,,156.88348703848135,2.574715352,,,,,,Stage1 only (missing structural features)
MP_mp-3305319,Sr3BI3N2,R32,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3BI3N2_R32_mp-3305319.cif,Sr3BI3N2_R32_mp-3305319.cif,1042.260902829517,21.06976819,,,225.35587869455108,2.005394494,,,,,,Stage1 only (missing structural features)
MP_mp-1218809,Sr3CaZr16(PO4)24,R-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3CaZr16(PO4)24_R-3_mp-1218809.cif,Sr3CaZr16(PO4)24_R-3_mp-1218809.cif,2184.792043311887,22.763497901031343,,,163.62374618301618,2.1429085343224865,,,,,,Stage1 only (missing structural features)
MP_mp-3213492,Sr3Ga3Si2SbO14,P321,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3Ga3Si2SbO14_P321_mp-3213492.cif,Sr3Ga3Si2SbO14_P321_mp-3213492.cif,,7.820739953,,,,2.185097179,,,,,,
MP_mp-6509,Sr3GaO4F,I4/mcm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3GaO4F_I4_mcm_mp-6509.cif,Sr3GaO4F_I4_mcm_mp-6509.cif,,19.45658466,,,,2.612583384,,,,,,
MP_mp-1020650,Sr3Ge2(B3O8)2,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3Ge2(B3O8)2_P-1_mp-1020650.cif,Sr3Ge2(B3O8)2_P-1_mp-1020650.cif,,12.48320033,,,,2.660156769,,,,,,
MP_mp-1208770,Sr3Li6Nb2O11,Pmma,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3Li6Nb2O11_Pmma_mp-1208770.cif,Sr3Li6Nb2O11_Pmma_mp-1208770.cif,1551.187115003988,21.44708209,,,123.32696849242828,2.57326464,,,,,,Stage1 only (missing structural features)
MP_mp-30026,Sr3Te4O11,P-1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3Te4O11_P-1_mp-30026.cif,Sr3Te4O11_P-1_mp-30026.cif,1394.068331664687,23.78535836,,,261.64289871287383,3.188415087,,,,,,Stage2
MP_mp-27690,Sr3Zr2O7,I4/mmm,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr3Zr2O7_I4_mmm_mp-27690.cif,Sr3Zr2O7_I4_mmm_mp-27690.cif,2275.4508728089672,29.35469197,,,248.51892025801567,6.812451597,,,,,,Stage1 only (missing structural features)
MP_mp-3300042,Sr4Al6SeO16,I-4m2,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr4Al6SeO16_I-4m2_mp-3300042.cif,Sr4Al6SeO16_I-4m2_mp-3300042.cif,1532.9000098994336,8.001520051,,,163.19169069384978,2.434607105,,,,,,Stage1 only (missing structural features)
MP_mp-1020709,Sr5(Ga3O7)2,P2_1/c,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr5(Ga3O7)2_P2_1_c_mp-1020709.cif,Sr5(Ga3O7)2_P2_1_c_mp-1020709.cif,,9.724173706,,,,1.904618765,,,,,,
MP_mp-720112,Sr5Al10(Si7O24)2,P1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr5Al10(Si7O24)2_P1_mp-720112.cif,Sr5Al10(Si7O24)2_P1_mp-720112.cif,1826.179453324307,14.88369211,,,106.26292755835392,3.508274569,,,,,,Stage1 only (missing structural features)
MP_mp-40674,Sr5V3O12F,P6_3/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr5V3O12F_P6_3_m_mp-40674.cif,Sr5V3O12F_P6_3_m_mp-40674.cif,,7.084209533,,,,1.594704674,,,,,,
MP_mp-3209462,Sr6Hf2TcH27,P-6,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr6Hf2TcH27_P-6_mp-3209462.cif,Sr6Hf2TcH27_P-6_mp-3209462.cif,,13.34230133,,,,2.870667609,,,,,,
MP_mp-1020715,Sr6Y2Al4O15,C2,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr6Y2Al4O15_C2_mp-1020715.cif,Sr6Y2Al4O15_C2_mp-1020715.cif,,7.502505026,,,,4.579631931,,,,,,
MP_mp-3213896,Sr6YIn(BO3)6,R-3,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\Sr6YIn(BO3)6_R-3_mp-3213896.cif,Sr6YIn(BO3)6_R-3_mp-3213896.cif,,13.60543125,,,,3.690083822,,,,,,
MP_mp-3292594,SrAl2(SeO3)4,P2/m,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SrAl2(SeO3)4_P2_m_mp-3292594.cif,SrAl2(SeO3)4_P2_m_mp-3292594.cif,1531.9970998994336,4.127112146,,,163.11177348871436,2.7068291,,,,,,Stage1 only (missing structural features)
MP_mp-568450,SrAlH5,P2_12_12_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SrAlH5_P2_12_12_1_mp-568450.cif,SrAlH5_P2_12_12_1_mp-568450.cif,1002.1137083272392,16.85677094,,,414.3569381372311,2.599916727,,,,,,Stage2
MP_mp-510709,SrAsH3O5,Pbca,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SrAsH3O5_Pbca_mp-510709.cif,SrAsH3O5_Pbca_mp-510709.cif,886.4872568198895,9.470020205,,,152.3449881380128,2.671364757,,,,,,Stage1 only (missing structural features)
MP_mp-5540,SrB4O7,Pmn2_1,D:\QJC\MWDCsAI_v3\inverse_db\mp_standardized_cifs\SrB4O7_Pmn2_1_mp-5540.cif,SrB4O7_Pmn2_1_mp-5540.cif,1566.583073337467,8.969282745,,,183.57337977736003,3.067659209,,,,,,Stage2
